Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4081,"Hotel, Motel, and Resort Desk Clerks",230,270,40,17.4,140,290,470,20.24,42091.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4111,"Interviewers, Except Eligibility and Loan",60,70,10,16.7,30,50,90,24.52,51004.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4121,"Library Assistants, Clerical",100,90,-10,-10.0,70,70,130,18.8,39091.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4131,Loan Interviewers and Clerks,80,80,0,0.0,30,50,80,24.82,51617.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4151,Order Clerks,80,70,-10,-12.5,30,60,80,22.25,46284.0,"Some college, no degree",≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",40,40,0,0.0,10,30,40,23.47,48805.0,Associate's degree,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4171,Receptionists and Information Clerks,620,670,50,8.1,380,490,920,19.27,40071.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-4199,"Information and Record Clerks, All Other",140,140,0,0.0,70,90,160,26.91,55958.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",3010,3000,-10,-0.3,1330,2140,3460,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5031,"Police, Fire, and Ambulance Dispatchers",90,90,0,0.0,30,50,80,42.32,88036.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",70,70,0,0.0,30,40,70,26.84,55820.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5051,Postal Service Clerks,80,80,0,0.0,30,30,60,22.39,46582.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5052,Postal Service Mail Carriers,350,330,-20,-5.7,120,130,230,31.71,65963.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5061,"Production, Planning, and Expediting Clerks",220,230,10,4.5,70,160,240,31.14,64756.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5071,"Shipping, Receiving, and Traffic Clerks",380,370,-10,-2.6,130,250,370,20.43,42505.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5081,Stock Clerks and Order Fillers,1710,1730,20,1.2,870,1420,2310,29.000779941373487,60176.83396147404,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",60,50,-10,-16.7,30,40,60,19.97,41542.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,43-6000,Secretaries and Administrative Assistants,3580,3280,-300,-8.4,1760,2080,3540,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-6011,Executive Secretaries and Executive Administrative Assistants,590,480,-110,-18.6,270,320,480,40.63,84506.0,High school diploma or equivalent,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-6012,Legal Secretaries,320,260,-60,-18.8,150,170,260,21.15,43995.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-6013,Medical Secretaries,470,540,70,14.9,260,310,640,21.84,45422.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2210,2000,-210,-9.5,1080,1280,2150,22.9,47634.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,43-9000,Other Office and Administrative Support Workers,2260,2150,-110,-4.9,1160,1450,2500,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-9021,Data Entry Keyers,110,90,-20,-18.2,40,70,90,20.99,43646.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-9041,Insurance Claims and Policy Processing Clerks,90,100,10,11.1,40,60,110,27.72,57648.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-9061,"Office Clerks, General",1650,1570,-80,-4.8,900,1030,1850,22.97,47788.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,43-9199,"Office and Administrative Support Workers, All Other",300,310,10,3.3,130,220,360,23.79,49495.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,2,45-0000,"Farming, Fishing, and Forestry Occupations",390,410,20,5.1,160,490,670,18.4,38273.0,No information available,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",30,30,0,0.0,10,30,40,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,45-2000,Agricultural Workers,360,370,10,2.8,140,450,600,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",220,240,20,9.1,90,280,390,18.4,38265.0,No formal educational credential,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",100,100,0,0.0,40,130,170,16.93,35199.0,No formal educational credential,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,2,47-0000,Construction and Extraction Occupations,7830,8980,1150,14.7,2680,6240,10070,31.11,64713.0,No information available,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,47-1000,Supervisors of Construction and Extraction Workers,380,430,50,13.2,120,300,470,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,380,430,50,13.2,120,300,470,55.58,115590.0,High school diploma or equivalent,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,47-2000,Construction Trades Workers,7090,8150,1060,15.0,2420,5610,9090,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2031,Carpenters,2430,2650,220,9.1,790,1830,2840,36.42,75746.0,High school diploma or equivalent,≥5 years,Apprenticeship
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2051,Cement Masons and Concrete Finishers,140,160,20,14.3,40,110,170,29.31,60966.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2061,Construction Laborers,830,910,80,9.6,290,680,1050,23.34,48552.0,No formal educational credential,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2073,Operating Engineers and Other Construction Equipment Operators,120,120,0,0.0,40,100,140,45.26,94152.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2081,Drywall and Ceiling Tile Installers,130,150,20,15.4,40,100,160,35.78,74408.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2111,Electricians,450,530,80,17.8,150,420,650,31.62,65752.0,High school diploma or equivalent,≥5 years,Apprenticeship
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2141,"Painters, Construction and Maintenance",1660,1990,330,19.9,630,1210,2170,29.81,62001.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-2152,"Plumbers, Pipefitters, and Steamfitters",500,580,80,16.0,160,440,680,26.95,56046.0,High school diploma or equivalent,≥5 years,Apprenticeship
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,47-3000,"Helpers, Construction Trades",110,140,30,27.3,40,130,200,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,47-4000,Other Construction and Related Workers,240,260,20,8.3,100,190,310,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-4011,Construction and Building Inspectors,40,40,0,0.0,20,30,50,48.21,100280.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,47-4051,Highway Maintenance Workers,110,110,0,0.0,40,80,120,36.58,76085.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,2,49-0000,"Installation, Maintenance, and Repair Occupations",3610,3640,30,0.8,1160,2430,3620,28.02,58273.0,No information available,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",230,230,0,0.0,70,140,210,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",230,230,0,0.0,70,140,210,39.55,82261.0,High school diploma or equivalent,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",340,370,30,8.8,100,290,420,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",170,170,0,0.0,50,140,190,28.95,60216.0,Postsecondary non-degree award,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1200,1110,-90,-7.5,330,810,1050,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-3023,Automotive Service Technicians and Mechanics,880,810,-70,-8.0,230,590,750,29.94,62275.0,Postsecondary non-degree award,≥5 years,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,50,40,-10,-20.0,10,30,30,41.03,85352.0,High school diploma or equivalent,≥5 years,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-3051,Motorboat Mechanics and Service Technicians,30,40,10,33.3,10,20,40,34.02,70754.0,High school diploma or equivalent,≥5 years,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,49-9000,"Other Installation, Maintenance, and Repair Occupations",1830,1930,100,5.5,660,1190,1950,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",140,150,10,7.1,40,100,150,29.000779941373487,60176.83396147404,Postsecondary non-degree award,≥5 years,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-9071,"Maintenance and Repair Workers, General",1260,1350,90,7.1,460,810,1360,23.61,49124.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",160,170,10,6.3,60,110,180,28.93,60171.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,2,51-0000,Production Occupations,3290,3160,-130,-4.0,1360,2450,3680,21.22,44149.0,No information available,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,51-1000,Supervisors of Production Workers,220,220,0,0.0,70,150,220,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,51-1011,First-Line Supervisors of Production and Operating Workers,220,220,0,0.0,70,150,220,29.81,62013.0,High school diploma or equivalent,<5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,51-2000,Assemblers and Fabricators,170,160,-10,-5.9,70,120,180,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",50,50,0,0.0,20,30,50,29.000779941373487,60176.83396147404,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",120,110,-10,-8.3,50,90,130,29.000779941373487,60176.83396147404,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,3,51-3000,Food Processing Workers,510,550,40,7.8,270,430,740,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,San Rafael MD (Marin County),2018-2028,4,51-3011,Bakers,230,250,20,8.7,140,190,350,19.05,39621.0,No formal educational credential,≥5 years,Long-term on-the-job training
